ts_code,name,industry
301318.SZ,维海德,IT设备
301319.SZ,唯特偶,元器件
301320.SZ,豪江智能,电气设备
301321.SZ,翰博高新,元器件
301322.SZ,绿通科技,摩托车
301323.SZ,新莱福,橡胶
301325.SZ,曼恩斯特,专用机械
301326.SZ,捷邦科技,元器件
301327.SZ,华宝新能,电气设备
301328.SZ,维峰电子,元器件
301329.SZ,信音电子,元器件
301330.SZ,熵基科技,IT设备
301331.SZ,恩威医药,中成药
301332.SZ,德尔玛,家用电器
301333.SZ,诺思格,医疗保健
301335.SZ,天元宠物,文教休闲
301336.SZ,趣睡科技,家居用品
301337.SZ,亚华电子,软件服务
301338.SZ,凯格精机,专用机械
301339.SZ,通行宝,IT设备
301345.SZ,涛涛车业,摩托车
301348.SZ,蓝箭电子,半导体
301349.SZ,信德新材,化工原料
301353.SZ,普莱得,专用机械
301355.SZ,南王科技,广告包装
301356.SZ,天振股份,家居用品
301357.SZ,北方长龙,专用机械
301358.SZ,湖南裕能,电气设备
301359.SZ,东南电子,元器件
301360.SZ,荣旗科技,专用机械
301361.SZ,众智科技,电气设备
301362.SZ,民爆光电,电气设备
301363.SZ,美好医疗,医疗保健
301365.SZ,矩阵股份,建筑工程
301366.SZ,一博科技,元器件
301367.SZ,怡和嘉业,医疗保健
301368.SZ,丰立智能,机械基件
301369.SZ,联动科技,半导体
301370.SZ,国科恒泰,医药商业
301371.SZ,敷尔佳,日用化工
301372.SZ,科净源,环境保护
301373.SZ,凌玮科技,化工原料
301376.SZ,致欧科技,家居用品
301377.SZ,鼎泰高科,机械基件
301378.SZ,通达海,软件服务
301379.SZ,天山电子,元器件
301380.SZ,挖金客,软件服务
301381.SZ,赛维时代,互联网
301382.SZ,蜂助手,互联网
301383.SZ,天键股份,元器件
301386.SZ,未来电器,电气设备
301387.SZ,光大同创,元器件
301388.SZ,欣灵电气,电气设备
301389.SZ,隆扬电子,元器件
301390.SZ,经纬股份,建筑工程
301391.SZ,卡莱特,IT设备
301392.SZ,汇成真空,专用机械
301393.SZ,昊帆生物,化工原料
301395.SZ,仁信新材,化工原料
301396.SZ,宏景科技,软件服务
301397.SZ,溯联股份,汽车配件
301398.SZ,星源卓镁,汽车配件
301399.SZ,英特科技,机械基件
301408.SZ,华人健康,医药商业
301413.SZ,安培龙,电器仪表
301418.SZ,协昌科技,电气设备
301419.SZ,阿莱德,通信设备
301421.SZ,波长光电,元器件
301428.SZ,世纪恒通,互联网
301429.SZ,森泰股份,其他建材
301439.SZ,泓淋电力,电气设备
301446.SZ,福事特,机械基件
301448.SZ,开创电气,机械基件
301456.SZ,盘古智能,电气设备
301458.SZ,钧崴电子,元器件
301459.SZ,丰茂股份,汽车配件
301468.SZ,博盈特焊,专用机械
301469.SZ,恒达新材,造纸
301479.SZ,弘景光电,元器件
301486.SZ,致尚科技,元器件
301487.SZ,盟固利,化工原料
301488.SZ,豪恩汽电,汽车配件
301489.SZ,思泉新材,元器件
301498.SZ,乖宝宠物,饲料
301499.SZ,维科精密,汽车配件
301500.SZ,飞南资源,环境保护
301501.SZ,恒鑫生活,造纸
301502.SZ,华阳智能,电气设备
301503.SZ,智迪科技,IT设备
301505.SZ,苏州规划,建筑工程
301507.SZ,民生健康,化学制药
301508.SZ,中机认检,电器仪表
301509.SZ,金凯生科,化学制药
301510.SZ,固高科技,电器仪表
301511.SZ,德福科技,电气设备
301512.SZ,智信精密,专用机械
301515.SZ,港通医疗,医疗保健
301516.SZ,中远通,电气设备
301517.SZ,陕西华达,元器件
301518.SZ,长华化学,化工原料
301519.SZ,舜禹股份,专用机械
301520.SZ,万邦医药,生物制药
301522.SZ,上大股份,小金属
301525.SZ,儒竞科技,家用电器
301526.SZ,国际复材,玻璃
301528.SZ,多浦乐,电器仪表
301529.SZ,福赛科技,汽车配件
301533.SZ,威马农机,农用机械
301535.SZ,浙江华远,汽车配件
301536.SZ,星宸科技,半导体
301538.SZ,骏鼎达,塑料
301539.SZ,宏鑫科技,汽车配件
301548.SZ,崇德科技,机械基件
301550.SZ,斯菱股份,汽车配件
301551.SZ,无线传媒,影视音像
301552.SZ,科力装备,汽车配件
301555.SZ,惠柏新材,化工原料
301556.SZ,托普云农,软件服务
301557.SZ,常友科技,电气设备
301558.SZ,三态股份,互联网
301559.SZ,中集环科,专用机械
301560.SZ,众捷汽车,汽车配件
301565.SZ,中仑新材,塑料
301566.SZ,达利凯普,元器件
301567.SZ,贝隆精密,元器件
301568.SZ,思泰克,专用机械
301571.SZ,国科天成,元器件
301577.SZ,美信科技,元器件
301578.SZ,辰奕智能,IT设备
301580.SZ,爱迪特,医疗保健
301581.SZ,黄山谷捷,半导体
301585.SZ,蓝宇股份,染料涂料
301586.SZ,佳力奇,航空
301587.SZ,中瑞股份,电气设备
301588.SZ,美新科技,家居用品
301589.SZ,诺瓦星云,IT设备
301591.SZ,肯特股份,塑料
301592.SZ,六九一二,软件服务
301596.SZ,瑞迪智驱,机械基件
301598.SZ,博科测试,专用机械
301600.SZ,慧翰股份,通信设备
301601.SZ,惠通科技,专用机械
301602.SZ,超研股份,医疗保健
301603.SZ,乔锋智能,机床制造
301606.SZ,绿联科技,元器件
301607.SZ,富特科技,汽车配件
301608.SZ,博实结,通信设备
301611.SZ,珂玛科技,半导体
301613.SZ,新铝时代,汽车配件
301616.SZ,浙江华业,机械基件
301617.SZ,博苑股份,化工原料
301618.SZ,长联科技,染料涂料
301622.SZ,英思特,矿物制品
301626.SZ,苏州天脉,元器件
301628.SZ,强达电路,元器件
301629.SZ,矽电股份,半导体
301631.SZ,壹连科技,元器件
301633.SZ,港迪技术,专用机械
301658.SZ,首航新能,电气设备
301662.SZ,宏工科技,专用机械
301665.SZ,泰禾股份,农药化肥
302132.SZ,中航成飞,电器仪表
430017.BJ,星昊医药,化学制药
430047.BJ,诺思兰德,生物制药
430090.BJ,同辉信息,IT设备
430139.BJ,华岭股份,半导体
430198.BJ,微创光电,IT设备
430300.BJ,辰光医疗,医疗保健
430418.BJ,苏轴股份,汽车配件
430425.BJ,乐创技术,专用机械
430476.BJ,海能技术,电器仪表
430478.BJ,峆一药业,化学制药
430510.BJ,丰光精密,机械基件
430556.BJ,雅达股份,电器仪表
430564.BJ,天润科技,软件服务
430685.BJ,新芝生物,电器仪表
430718.BJ,合肥高科,家用电器
600000.SH,浦发银行,银行
600004.SH,白云机场,机场
600006.SH,东风股份,汽车整车
600007.SH,中国国贸,园区开发
600008.SH,首创环保,水务
600009.SH,上海机场,机场
600010.SH,包钢股份,普钢
600011.SH,华能国际,火力发电
600012.SH,皖通高速,路桥
600015.SH,华夏银行,银行
600016.SH,民生银行,银行
600017.SH,日照港,港口
600018.SH,上港集团,港口
600019.SH,宝钢股份,普钢
600020.SH,中原高速,路桥
600021.SH,上海电力,火力发电
600022.SH,山东钢铁,普钢
600023.SH,浙能电力,火力发电
600025.SH,华能水电,水力发电
600026.SH,中远海能,水运
600027.SH,华电国际,火力发电
600028.SH,中国石化,石油加工
600029.SH,南方航空,空运
600030.SH,中信证券,证券
600031.SH,三一重工,工程机械
600032.SH,浙江新能,新型电力
600033.SH,福建高速,路桥
600035.SH,楚天高速,路桥
600036.SH,招商银行,银行
600037.SH,歌华有线,影视音像
600038.SH,中直股份,航空
600039.SH,四川路桥,建筑工程
600048.SH,保利发展,全国地产
600050.SH,中国联通,电信运营
600051.SH,宁波联合,综合类
600052.SH,东望时代,供气供热
600053.SH,九鼎投资,多元金融
600054.SH,黄山旅游,旅游景点
600055.SH,万东医疗,医疗保健
600056.SH,中国医药,医药商业
600057.SH,厦门象屿,仓储物流
600058.SH,五矿发展,商贸代理
600059.SH,古越龙山,红黄酒
600060.SH,海信视像,家用电器
600061.SH,国投资本,证券
600062.SH,华润双鹤,化学制药
600063.SH,皖维高新,化纤
600064.SH,南京高科,园区开发
600066.SH,宇通客车,汽车整车
600067.SH,冠城新材,电气设备
600071.SH,凤凰光学,元器件
600072.SH,中船科技,船舶
600073.SH,光明肉业,食品
600075.SH,新疆天业,化工原料
600076.SH,康欣新材,广告包装
600078.SH,澄星股份,化工原料
600079.SH,人福医药,化学制药
600080.SH,金花股份,中成药
600081.SH,东风科技,汽车配件
600082.SH,海泰发展,园区开发
600084.SH,中信尼雅,红黄酒
600085.SH,同仁堂,中成药
600088.SH,中视传媒,影视音像
600089.SH,特变电工,电气设备
600094.SH,大名城,区域地产
600095.SH,湘财股份,证券
600096.SH,云天化,农药化肥
600097.SH,开创国际,渔业
600098.SH,广州发展,火力发电
600099.SH,林海股份,汽车整车
600100.SH,同方股份,IT设备
600101.SH,明星电力,水力发电
600103.SH,青山纸业,造纸
600104.SH,上汽集团,汽车整车
600105.SH,永鼎股份,通信设备
600106.SH,重庆路桥,路桥
600107.SH,ST尔雅,服饰
600108.SH,亚盛集团,种植业
600109.SH,国金证券,证券
600110.SH,诺德股份,电气设备
600111.SH,北方稀土,小金属
600113.SH,浙江东日,区域地产
600114.SH,东睦股份,机械基件
600115.SH,中国东航,空运
600116.SH,三峡水利,水力发电
600117.SH,西宁特钢,特种钢
600118.SH,中国卫星,航空
600119.SH,长江投资,仓储物流
600120.SH,浙江东方,多元金融
600121.SH,郑州煤电,煤炭开采
600123.SH,兰花科创,煤炭开采
600125.SH,铁龙物流,铁路
600126.SH,杭钢股份,普钢
600127.SH,金健米业,农业综合
600128.SH,苏豪弘业,商贸代理
600129.SH,太极集团,中成药
600130.SH,*ST波导,元器件
600131.SH,国网信通,通信设备
600132.SH,重庆啤酒,啤酒
600133.SH,东湖高新,建筑工程
600135.SH,乐凯胶片,塑料
600136.SH,ST明诚,影视音像
600137.SH,浪莎股份,服饰
600138.SH,中青旅,旅游景点
600141.SH,兴发集团,农药化肥
600143.SH,金发科技,塑料
600148.SH,长春一东,汽车配件
600149.SH,廊坊发展,综合类
600150.SH,中国船舶,船舶
600151.SH,航天机电,汽车配件
600152.SH,维科技术,电气设备
600153.SH,建发股份,仓储物流
600155.SH,华创云信,证券
600156.SH,华升股份,纺织
600157.SH,永泰能源,火力发电
600158.SH,中体产业,文教休闲
600159.SH,大龙地产,区域地产
600160.SH,巨化股份,化工原料
600161.SH,天坛生物,生物制药
600162.SH,香江控股,全国地产
600163.SH,中闽能源,新型电力
600165.SH,ST宁科,化工原料
600166.SH,福田汽车,汽车整车
600167.SH,联美控股,供气供热
600168.SH,武汉控股,水务
600169.SH,太原重工,工程机械
600170.SH,上海建工,建筑工程
600171.SH,上海贝岭,半导体
600172.SH,黄河旋风,矿物制品
600173.SH,卧龙地产,全国地产
600176.SH,中国巨石,玻璃
600177.SH,雅戈尔,服饰
600178.SH,东安动力,汽车配件
600179.SH,安通控股,水运
600180.SH,瑞茂通,仓储物流
600182.SH,S佳通,汽车配件
600183.SH,生益科技,元器件
600184.SH,光电股份,专用机械
600185.SH,珠免集团,区域地产
600186.SH,莲花控股,食品
600187.SH,国中水务,水务
600188.SH,兖矿能源,煤炭开采
600189.SH,泉阳泉,软饮料
600190.SH,*ST锦港,港口
600191.SH,华资实业,食品
600192.SH,长城电工,电气设备
600193.SH,*ST创兴,装修装饰
600195.SH,中牧股份,农业综合
600196.SH,复星医药,化学制药
600197.SH,伊力特,白酒
600198.SH,大唐电信,通信设备
600199.SH,金种子酒,白酒
600200.SH,*ST苏吴,化学制药
600201.SH,生物股份,农业综合
600202.SH,哈空调,专用机械
600203.SH,福日电子,元器件
600206.SH,有研新材,半导体
600207.SH,安彩高科,电气设备
600208.SH,衢州发展,全国地产
600210.SH,紫江企业,广告包装
600211.SH,西藏药业,生物制药
600212.SH,绿能慧充,电气设备
600215.SH,派斯林,专用机械
600216.SH,浙江医药,化学制药
600217.SH,中再资环,环境保护
600218.SH,全柴动力,汽车配件
600219.SH,南山铝业,铝
600221.SH,海航控股,空运
600222.SH,太龙药业,中成药
600223.SH,福瑞达,日用化工
600226.SH,亨通股份,供气供热
600227.SH,赤天化,农药化肥
600228.SH,*ST返利,互联网
600229.SH,城市传媒,出版业
600230.SH,沧州大化,化工原料
600231.SH,凌钢股份,普钢
600232.SH,金鹰股份,纺织机械
600233.SH,圆通速递,仓储物流
600234.SH,*ST科新,装修装饰
600235.SH,民丰特纸,造纸
600236.SH,桂冠电力,水力发电
600237.SH,铜峰电子,元器件
600238.SH,*ST椰岛,红黄酒
600239.SH,云南城投,区域地产
600241.SH,时代万恒,电气设备
600243.SH,*ST海华,运输设备
600246.SH,万通发展,区域地产
600248.SH,陕建股份,建筑工程
600249.SH,两面针,日用化工
600250.SH,南京商旅,商贸代理
600251.SH,冠农股份,农业综合
600252.SH,中恒集团,中成药
600255.SH,鑫科材料,小金属
600256.SH,广汇能源,石油开采
600257.SH,大湖股份,渔业
600258.SH,首旅酒店,酒店餐饮
600259.SH,广晟有色,小金属
600261.SH,阳光照明,家用电器
600262.SH,北方股份,专用机械
600265.SH,ST景谷,林业
600266.SH,城建发展,区域地产
600267.SH,海正药业,化学制药
600268.SH,国电南自,电气设备
600269.SH,赣粤高速,路桥
600271.SH,航天信息,软件服务
600272.SH,开开实业,医药商业
600273.SH,嘉化能源,化工原料
600276.SH,恒瑞医药,化学制药
600278.SH,东方创业,商贸代理
600279.SH,重庆港,港口
600280.SH,中央商场,百货
600281.SH,华阳新材,小金属
600282.SH,南钢股份,普钢
600283.SH,钱江水利,水务
600284.SH,浦东建设,建筑工程
600285.SH,羚锐制药,中成药
600287.SH,ST舜天,商贸代理
600288.SH,大恒科技,元器件
600289.SH,*ST信通,软件服务
600292.SH,远达环保,环境保护
600293.SH,三峡新材,玻璃
600295.SH,鄂尔多斯,特种钢
600298.SH,安琪酵母,食品
600299.SH,安迪苏,饲料
600300.SH,维维股份,软饮料
600301.SH,华锡有色,小金属
600302.SH,标准股份,纺织机械
600303.SH,曙光股份,汽车整车
600305.SH,恒顺醋业,食品
600307.SH,酒钢宏兴,普钢
600308.SH,华泰股份,造纸
600309.SH,万华化学,化工原料
600310.SH,广西能源,水力发电
600312.SH,平高电气,电气设备
600313.SH,农发种业,种植业
600315.SH,上海家化,日用化工
600316.SH,洪都航空,航空
600318.SH,新力金融,多元金融
600319.SH,亚星化学,化工原料
600320.SH,振华重工,专用机械
600322.SH,津投城开,区域地产
600323.SH,瀚蓝环境,环境保护
600325.SH,华发股份,区域地产
600326.SH,西藏天路,水泥
600327.SH,大东方,医疗保健
600328.SH,中盐化工,化工原料
600329.SH,达仁堂,中成药
600330.SH,天通股份,专用机械
600331.SH,宏达股份,农药化肥
600332.SH,白云山,中成药
600333.SH,长春燃气,供气供热
600335.SH,国机汽车,汽车服务
600336.SH,澳柯玛,家用电器
600337.SH,美克家居,家居用品
600338.SH,西藏珠峰,铅锌
600339.SH,中油工程,石油开采
600340.SH,华夏幸福,园区开发
600343.SH,航天动力,机械基件
600345.SH,长江通信,通信设备
600346.SH,恒力石化,石油加工
600348.SH,华阳股份,煤炭开采
600350.SH,山东高速,路桥
600351.SH,亚宝药业,中成药
600352.SH,浙江龙盛,染料涂料
600353.SH,旭光电子,元器件
600354.SH,敦煌种业,种植业
600355.SH,*ST精伦,专用机械
600356.SH,恒丰纸业,造纸
600358.SH,ST联合,广告包装
600359.SH,新农开发,种植业
600360.SH,*ST华微,半导体
600361.SH,创新新材,铝
600362.SH,江西铜业,铜
600363.SH,联创光电,元器件
600365.SH,ST通葡,互联网
600366.SH,宁波韵升,矿物制品
600367.SH,红星发展,化工原料
600368.SH,五洲交通,路桥
600369.SH,西南证券,证券
600370.SH,三房巷,化工原料
600371.SH,万向德农,种植业
600372.SH,中航机载,航空
600373.SH,中文传媒,出版业
600375.SH,汉马科技,汽车整车
600376.SH,首开股份,区域地产
600377.SH,宁沪高速,路桥
600378.SH,昊华科技,化工原料
600379.SH,宝光股份,电气设备
600380.SH,健康元,化学制药
600381.SH,*ST春天,医疗保健
600382.SH,广东明珠,普钢
600383.SH,金地集团,全国地产
600386.SH,北巴传媒,汽车服务
600387.SH,*ST海越,石油贸易
600388.SH,龙净环保,环境保护
600389.SH,江山股份,农药化肥
600390.SH,五矿资本,多元金融
600391.SH,航发科技,航空
600392.SH,盛和资源,小金属
600395.SH,盘江股份,煤炭开采
600396.SH,华电辽能,火力发电
600397.SH,安源煤业,煤炭开采
600398.SH,海澜之家,服饰
600399.SH,抚顺特钢,特种钢
600400.SH,红豆股份,服饰
600403.SH,大有能源,煤炭开采
600405.SH,动力源,电气设备
600406.SH,国电南瑞,电气设备
600408.SH,安泰集团,焦炭加工
600409.SH,三友化工,化纤
600410.SH,华胜天成,软件服务
600415.SH,小商品城,商品城
600416.SH,湘电股份,电气设备
600418.SH,江淮汽车,汽车整车
600419.SH,天润乳业,乳制品
600420.SH,国药现代,化学制药
600421.SH,*ST华嵘,专用机械
600422.SH,昆药集团,中成药
600423.SH,柳化股份,农药化肥
600425.SH,青松建化,水泥
600426.SH,华鲁恒升,农药化肥
600428.SH,中远海特,水运
600429.SH,三元股份,乳制品
600433.SH,冠豪高新,造纸
600435.SH,北方导航,专用机械
600436.SH,片仔癀,中成药
600438.SH,通威股份,电气设备
600439.SH,瑞贝卡,服饰
600444.SH,国机通用,专用机械
600446.SH,金证股份,软件服务
600448.SH,华纺股份,纺织
600449.SH,宁夏建材,水泥
600452.SH,涪陵电力,水力发电
600455.SH,博通股份,文教休闲
600456.SH,宝钛股份,小金属
600458.SH,时代新材,塑料
600459.SH,贵研铂业,小金属
600460.SH,士兰微,半导体
600461.SH,洪城环境,水务
600462.SH,*ST九有,广告包装
600463.SH,空港股份,园区开发
600467.SH,好当家,渔业
600468.SH,百利电气,电气设备
600469.SH,风神股份,汽车配件
600470.SH,六国化工,农药化肥
600475.SH,华光环能,环境保护
600476.SH,湘邮科技,软件服务
600477.SH,杭萧钢构,钢加工
600478.SH,科力远,电气设备
600479.SH,千金药业,中成药
600480.SH,凌云股份,汽车配件
600481.SH,双良节能,电气设备
600482.SH,中国动力,船舶
600483.SH,福能股份,火力发电
600486.SH,扬农化工,农药化肥
600487.SH,亨通光电,通信设备
600488.SH,津药药业,化学制药
600489.SH,中金黄金,黄金
600490.SH,鹏欣资源,铜
600491.SH,龙元建设,建筑工程
600493.SH,凤竹纺织,纺织
600495.SH,晋西车轴,运输设备
600496.SH,精工钢构,钢加工
600497.SH,驰宏锌锗,铅锌
600498.SH,烽火通信,通信设备
600499.SH,科达制造,专用机械
600500.SH,中化国际,塑料
600501.SH,航天晨光,专用机械
600502.SH,安徽建工,建筑工程
600503.SH,华丽家族,区域地产
600505.SH,西昌电力,水力发电
600506.SH,统一股份,石油加工
600507.SH,方大特钢,特种钢
600508.SH,上海能源,煤炭开采
600509.SH,天富能源,火力发电
600510.SH,黑牡丹,全国地产
600511.SH,国药股份,医药商业
600512.SH,腾达建设,建筑工程
600513.SH,联环药业,化学制药
600515.SH,海南机场,机场
600516.SH,方大炭素,矿物制品
600517.SH,国网英大,多元金融
600518.SH,康美药业,中成药
600519.SH,贵州茅台,白酒
600520.SH,三佳科技,半导体
600521.SH,华海药业,化学制药
600522.SH,中天科技,通信设备
600523.SH,贵航股份,汽车配件
600525.SH,ST长园,电气设备
600526.SH,菲达环保,环境保护
600527.SH,江南高纤,化纤
600528.SH,中铁工业,运输设备
600529.SH,山东药玻,医疗保健
600530.SH,交大昂立,医疗保健
600531.SH,豫光金铅,铅锌
600533.SH,栖霞建设,区域地产
600535.SH,天士力,中成药
600536.SH,中国软件,软件服务
600537.SH,亿晶光电,电气设备
600538.SH,国发股份,医药商业
600539.SH,狮头股份,互联网
600540.SH,新赛股份,种植业
600543.SH,莫高股份,红黄酒
600545.SH,卓郎智能,纺织机械
600546.SH,山煤国际,煤炭开采
600547.SH,山东黄金,黄金
600548.SH,深高速,路桥
600549.SH,厦门钨业,小金属
600550.SH,保变电气,电气设备
600551.SH,时代出版,出版业
600552.SH,凯盛科技,元器件
600556.SH,天下秀,互联网
600557.SH,康缘药业,中成药
600558.SH,大西洋,钢加工
600559.SH,老白干酒,白酒
600560.SH,金自天正,电气设备
600561.SH,江西长运,公共交通
600562.SH,国睿科技,通信设备
600563.SH,法拉电子,元器件
600566.SH,济川药业,中成药
600567.SH,山鹰国际,造纸
600568.SH,ST中珠,医疗保健
600569.SH,安阳钢铁,普钢
600570.SH,恒生电子,软件服务
600571.SH,信雅达,软件服务
600572.SH,康恩贝,中成药
600573.SH,惠泉啤酒,啤酒
600575.SH,淮河能源,火力发电
600576.SH,祥源文旅,旅游景点
600577.SH,精达股份,电气设备
600578.SH,京能电力,火力发电
600579.SH,中化装备,化工机械
600580.SH,卧龙电驱,电气设备
600581.SH,八一钢铁,普钢
600582.SH,天地科技,专用机械
600583.SH,海油工程,石油开采
600584.SH,长电科技,半导体
600585.SH,海螺水泥,水泥
600586.SH,金晶科技,玻璃
600587.SH,新华医疗,医疗保健
600588.SH,用友网络,软件服务
600589.SH,大位科技,软件服务
600590.SH,泰豪科技,通信设备
600592.SH,龙溪股份,机械基件
600593.SH,大连圣亚,旅游景点
600594.SH,益佰制药,中成药
600595.SH,中孚实业,铝
600596.SH,新安股份,化工原料
600597.SH,光明乳业,乳制品
600598.SH,北大荒,种植业
600599.SH,*ST熊猫,化工原料
600600.SH,青岛啤酒,啤酒
600601.SH,方正科技,元器件
600602.SH,云赛智联,软件服务
600603.SH,ST广物,区域地产
600604.SH,市北高新,园区开发
600605.SH,汇通能源,房产服务
600606.SH,绿地控股,全国地产
600608.SH,*ST沪科,商贸代理
600609.SH,金杯汽车,汽车配件
600610.SH,中毅达,化工原料
600611.SH,大众交通,公共交通
600612.SH,老凤祥,服饰
600613.SH,神奇制药,中成药
600615.SH,丰华股份,铝
600616.SH,金枫酒业,红黄酒
600617.SH,国新能源,供气供热
600618.SH,氯碱化工,化工原料
600619.SH,海立股份,家用电器
600620.SH,天宸股份,综合类
600621.SH,华鑫股份,证券
600622.SH,光大嘉宝,区域地产
600623.SH,华谊集团,化工原料
600624.SH,复旦复华,化学制药
600626.SH,申达股份,汽车配件
600628.SH,新世界,百货
600629.SH,华建集团,建筑工程
600630.SH,龙头股份,服饰
600633.SH,浙数文化,互联网
600635.SH,大众公用,供气供热
600636.SH,*ST国化,文教休闲
600637.SH,东方明珠,影视音像
600638.SH,新黄浦,区域地产
600639.SH,浦东金桥,园区开发
600640.SH,国脉文化,影视音像
600641.SH,万业企业,区域地产
600642.SH,申能股份,火力发电
600643.SH,爱建集团,多元金融
600644.SH,乐山电力,水力发电
600645.SH,中源协和,医疗保健
600648.SH,外高桥,园区开发
600649.SH,城投控股,区域地产
600650.SH,锦江在线,公共交通
600651.SH,飞乐音响,电器仪表
600653.SH,申华控股,汽车服务
600654.SH,中安科,仓储物流
600655.SH,豫园股份,百货
600657.SH,信达地产,全国地产
600658.SH,电子城,园区开发
600660.SH,福耀玻璃,汽车配件
600661.SH,昂立教育,文教休闲
600662.SH,外服控股,文教休闲
600663.SH,陆家嘴,园区开发
600664.SH,哈药股份,化学制药
600665.SH,天地源,全国地产
600666.SH,奥瑞德,元器件
600667.SH,太极实业,半导体
600668.SH,尖峰集团,水泥
600671.SH,ST目药,中成药
600673.SH,东阳光,综合类
600674.SH,川投能源,水力发电
600675.SH,中华企业,区域地产
600676.SH,交运股份,汽车配件
600678.SH,四川金顶,水泥
600679.SH,上海凤凰,文教休闲
600681.SH,百川能源,供气供热
600682.SH,南京新百,生物制药
600683.SH,京投发展,区域地产
600684.SH,珠江股份,区域地产
600685.SH,中船防务,船舶
600686.SH,金龙汽车,汽车整车
600688.SH,上海石化,石油加工
600689.SH,上海三毛,综合类
600690.SH,海尔智家,家用电器
600691.SH,阳煤化工,农药化肥
600692.SH,亚通股份,区域地产
600693.SH,东百集团,百货
600694.SH,大商股份,百货
600696.SH,*ST岩石,白酒
600697.SH,欧亚集团,百货
600698.SH,湖南天雁,汽车配件
600699.SH,均胜电子,汽车配件
600702.SH,舍得酒业,白酒
600703.SH,三安光电,半导体
600704.SH,物产中大,仓储物流
600705.SH,中航产融,多元金融
600706.SH,曲江文旅,旅游景点
600707.SH,彩虹股份,元器件
600708.SH,光明地产,全国地产
600710.SH,苏美达,商贸代理
600711.SH,ST盛屯,小金属
600712.SH,南宁百货,百货
600713.SH,南京医药,医药商业
600714.SH,金瑞矿业,化工原料
600715.SH,文投控股,影视音像
600716.SH,凤凰股份,区域地产
600717.SH,天津港,港口
600718.SH,东软集团,软件服务
600719.SH,大连热电,供气供热
600720.SH,中交设计,建筑工程
600721.SH,百花医药,生物制药
600722.SH,金牛化工,化工原料
600724.SH,宁波富达,综合类
600725.SH,云维股份,商贸代理
600726.SH,华电能源,火力发电
600727.SH,鲁北化工,化工原料
600728.SH,佳都科技,软件服务
600729.SH,重庆百货,百货
600730.SH,中国高科,文教休闲
600731.SH,湖南海利,农药化肥
600732.SH,爱旭股份,电气设备
600733.SH,北汽蓝谷,汽车整车
600734.SH,实达集团,软件服务
600735.SH,新华锦,服饰
600736.SH,苏州高新,园区开发
600737.SH,中粮糖业,食品
600738.SH,丽尚国潮,百货
600739.SH,辽宁成大,生物制药
600740.SH,山西焦化,焦炭加工
600741.SH,华域汽车,汽车配件
600742.SH,一汽富维,汽车配件
600743.SH,华远地产,区域地产
600744.SH,华银电力,火力发电
600745.SH,闻泰科技,半导体
600746.SH,江苏索普,化工原料
600748.SH,上实发展,全国地产
600749.SH,西藏旅游,旅游景点
600750.SH,江中药业,中成药
600751.SH,海航科技,水运
600753.SH,*ST庚星,商贸代理
600754.SH,锦江酒店,酒店餐饮
600755.SH,厦门国贸,仓储物流
600756.SH,浪潮软件,软件服务
600757.SH,长江传媒,出版业
600758.SH,辽宁能源,煤炭开采
600759.SH,洲际油气,石油开采
600760.SH,中航沈飞,航空
600761.SH,安徽合力,工程机械
600763.SH,通策医疗,医疗保健
600764.SH,中国海防,船舶
600765.SH,中航重机,航空
600768.SH,宁波富邦,铝
600769.SH,祥龙电业,水务
600770.SH,综艺股份,综合类
600771.SH,广誉远,中成药
600773.SH,西藏城投,区域地产
600774.SH,汉商集团,化学制药
600775.SH,南京熊猫,通信设备
600776.SH,东方通信,通信设备
600777.SH,ST新潮,石油开采
600778.SH,友好集团,百货
600779.SH,水井坊,白酒
600780.SH,通宝能源,火力发电
600782.SH,新钢股份,普钢
600783.SH,鲁信创投,多元金融
600784.SH,鲁银投资,综合类
600785.SH,新华百货,百货
600787.SH,中储股份,仓储物流
600789.SH,鲁抗医药,化学制药
600790.SH,轻纺城,商品城
600791.SH,京能置业,全国地产
600792.SH,云煤能源,焦炭加工
600793.SH,宜宾纸业,造纸
600794.SH,保税科技,仓储物流
600795.SH,国电电力,火力发电
600796.SH,钱江生化,环境保护
600797.SH,浙大网新,软件服务
600798.SH,宁波海运,水运
600800.SH,渤海化学,化工原料
600801.SH,华新水泥,水泥
600802.SH,福建水泥,水泥
600803.SH,新奥股份,供气供热
600804.SH,*ST鹏博,电信运营
600805.SH,悦达投资,综合类
600807.SH,济高发展,医疗保健
600808.SH,马钢股份,普钢
600809.SH,山西汾酒,白酒
600810.SH,神马股份,化纤
600812.SH,华北制药,化学制药
600814.SH,杭州解百,百货
600815.SH,厦工股份,工程机械
600816.SH,建元信托,多元金融
600817.SH,宇通重工,专用机械
600818.SH,中路股份,文教休闲
600819.SH,耀皮玻璃,玻璃
600820.SH,隧道股份,建筑工程
600821.SH,金开新能,新型电力
600822.SH,上海物贸,汽车服务
600824.SH,益民集团,百货
600825.SH,新华传媒,出版业
600826.SH,兰生股份,文教休闲
600827.SH,百联股份,超市连锁
600828.SH,茂业商业,百货
600829.SH,人民同泰,医药商业
600830.SH,香溢融通,多元金融
600831.SH,ST广网,影视音像
600833.SH,第一医药,医药商业
600834.SH,申通地铁,公共交通
600835.SH,上海机电,运输设备
600838.SH,上海九百,百货
